Name,Index Year,Overall Score,Property Rights,Government Integrity,Judicial Effectiveness,Tax Burden,Government Spending,Fiscal Health,Business Freedom,Labor Freedom,Monetary Freedom,Trade Freedom,Investment Freedom,Financial Freedom
Chile,2000,74.7,90.0,68.0,N/A,73.2,85.5,N/A,85.0,N/A,80.1,70.4,70.0,50.0
China,2000,56.4,30.0,35.0,N/A,70.4,90.3,N/A,55.0,N/A,84.0,42.6,50.0,50.0
Colombia,2000,63.3,50.0,22.0,N/A,72.4,84.1,N/A,70.0,N/A,67.6,63.8,70.0,70.0
Comoros,2000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Costa Rica ",2000,68.4,50.0,56.0,N/A,83.2,88.0,N/A,70.0,N/A,72.5,75.6,70.0,50.0
"Côte d'Ivoire ",2000,50.2,30.0,31.0,N/A,51.8,73.0,N/A,55.0,N/A,76.8,34.0,50.0,50.0
Croatia,2000,53.6,30.0,50.0,N/A,68.9,41.9,N/A,55.0,N/A,70.0,67.0,50.0,50.0
Cuba,2000,31.3,10.0,10.0,N/A,47.6,0.0,N/A,40.0,N/A,73.2,60.6,30.0,10.0
Cyprus,2000,67.2,70.0,50.0,N/A,71.7,54.4,N/A,85.0,N/A,79.8,74.4,50.0,70.0
Czech Republic,2000,68.6,70.0,48.0,N/A,58.1,49.6,N/A,85.0,N/A,75.0,72.0,70.0,90.0
Democratic Republic of Congo,2000,34.8,10.0,10.0,N/A,54.6,96.4,N/A,55.0,N/A,17.9,49.0,10.0,10.0
Denmark,2000,68.3,90.0,100.0,N/A,30.5,0.0,N/A,85.0,N/A,91.1,77.8,70.0,70.0
Djibouti,2000,55.1,50.0,30.0,N/A,86.0,63.3,N/A,55.0,N/A,80.2,51.0,50.0,30.0
Dominica,2000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Dominican Republic,2000,59.0,30.0,30.0,N/A,85.3,93.3,N/A,55.0,N/A,79.9,57.8,50.0,50.0
Ecuador,2000,59.8,50.0,23.0,N/A,86.6,78.1,N/A,55.0,N/A,58.3,67.0,70.0,50.0
Egypt,2000,51.7,50.0,29.0,N/A,65.3,54.4,N/A,55.0,N/A,76.8,55.0,50.0,30.0
"El Salvador ",2000,76.3,70.0,36.0,N/A,83.7,94.1,N/A,85.0,N/A,82.9,75.0,90.0,70.0
Equatorial Guinea,2000,45.6,10.0,10.0,N/A,89.4,81.3,N/A,55.0,N/A,64.0,61.0,30.0,10.0
Eritrea,2000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Estonia,2000,69.9,70.0,57.0,N/A,72.5,25.0,N/A,85.0,N/A,74.9,85.0,90.0,70.0
Eswatini,2000,62.6,70.0,30.0,N/A,63.1,76.5,N/A,70.0,N/A,72.7,61.0,70.0,50.0
Ethiopia,2000,50.2,30.0,30.0,N/A,66.6,82.7,N/A,55.0,N/A,81.4,46.0,30.0,30.0
Fiji,2000,57.8,50.0,30.0,N/A,70.8,63.3,N/A,70.0,N/A,76.0,60.2,50.0,50.0
Finland,2000,64.3,90.0,96.0,N/A,37.2,0.0,N/A,70.0,N/A,87.8,78.0,70.0,50.0
France,2000,57.4,70.0,67.0,N/A,35.1,12.5,N/A,70.0,N/A,83.9,77.8,50.0,50.0
Gabon,2000,58.2,50.0,50.0,N/A,53.1,79.7,N/A,70.0,N/A,81.1,20.0,50.0,70.0
Georgia,2000,54.3,30.0,10.0,N/A,90.8,86.8,N/A,55.0,N/A,67.5,69.0,50.0,30.0
Germany,2000,65.7,90.0,79.0,N/A,38.6,28.0,N/A,70.0,N/A,88.1,78.0,70.0,50.0
Ghana,2000,58.1,50.0,33.0,N/A,73.3,84.1,N/A,55.0,N/A,66.2,61.0,50.0,50.0
Greece,2000,61.0,70.0,49.0,N/A,52.2,54.4,N/A,70.0,N/A,75.5,77.8,70.0,30.0
"Guatemala ",2000,64.3,50.0,31.0,N/A,82.7,96.4,N/A,55.0,N/A,72.2,71.8,50.0,70.0
Guinea,2000,58.2,30.0,30.0,N/A,71.3,89.2,N/A,55.0,N/A,77.1,71.0,50.0,50.0
Guinea-Bissau,2000,34.7,10.0,10.0,N/A,65.4,67.3,N/A,40.0,N/A,50.4,29.4,30.0,10.0
Guyana,2000,52.4,50.0,30.0,N/A,59.9,44.5,N/A,55.0,N/A,81.4,51.0,50.0,50.0
Haiti,2000,45.7,10.0,10.0,N/A,78.3,90.3,N/A,40.0,N/A,61.4,61.8,30.0,30.0
"Honduras ",2000,57.6,50.0,17.0,N/A,82.3,86.8,N/A,55.0,N/A,64.5,63.0,50.0,50.0
Hong Kong,2000,89.5,90.0,78.0,N/A,93.0,92.3,N/A,100.0,N/A,82.5,90.0,90.0,90.0
"Hungary ",2000,64.4,70.0,50.0,N/A,63.9,39.3,N/A,70.0,N/A,69.6,76.6,70.0,70.0
Iceland,2000,74.0,90.0,93.0,N/A,64.8,58.9,N/A,70.0,N/A,86.6,82.4,70.0,50.0
India,2000,47.4,50.0,29.0,N/A,76.6,73.0,N/A,55.0,N/A,63.7,19.6,30.0,30.0
Indonesia,2000,55.2,50.0,20.0,N/A,79.7,76.5,N/A,55.0,N/A,49.4,66.0,70.0,30.0
Iran,2000,36.1,10.0,10.0,N/A,41.3,79.7,N/A,55.0,N/A,57.6,51.4,10.0,10.0
Iraq,2000,17.2,10.0,10.0,N/A,10.0,10.2,N/A,55.0,N/A,0.0,40.0,10.0,10.0
Ireland,2000,76.1,90.0,82.0,N/A,60.6,63.3,N/A,85.0,N/A,85.8,78.0,70.0,70.0
Israel,2000,65.5,70.0,71.0,N/A,52.8,9.3,N/A,85.0,N/A,78.5,83.0,90.0,50.0
Italy,2000,61.9,70.0,46.0,N/A,45.6,22.0,N/A,70.0,N/A,85.7,77.8,70.0,70.0
"Jamaica ",2000,65.5,70.0,38.0,N/A,77.4,73.0,N/A,70.0,N/A,74.5,67.0,70.0,50.0
Japan,2000,70.7,90.0,58.0,N/A,70.1,63.3,N/A,85.0,N/A,89.0,81.0,50.0,50.0
Jordan,2000,67.5,70.0,47.0,N/A,76.2,65.3,N/A,70.0,N/A,78.4,60.6,70.0,70.0
Kazakhstan,2000,50.4,30.0,10.0,N/A,80.6,88.0,N/A,55.0,N/A,62.6,67.0,30.0,30.0
Kenya,2000,59.7,50.0,25.0,N/A,73.8,78.1,N/A,55.0,N/A,72.0,63.0,50.0,70.0
Kiribati,2000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Kuwait,2000,69.7,90.0,70.0,N/A,99.9,39.3,N/A,85.0,N/A,85.0,78.2,30.0,50.0
"Kyrgyz Republic ",2000,55.7,30.0,30.0,N/A,69.3,86.8,N/A,55.0,N/A,65.0,65.2,50.0,50.0
Laos,2000,36.8,10.0,10.0,N/A,71.1,85.5,N/A,40.0,N/A,28.4,66.0,10.0,10.0
Latvia,2000,63.4,50.0,27.0,N/A,76.8,47.1,N/A,70.0,N/A,78.5,81.0,70.0,70.0
Lebanon,2000,56.1,50.0,10.0,N/A,96.7,41.9,N/A,70.0,N/A,79.9,36.6,50.0,70.0
Lesotho,2000,48.4,50.0,30.0,N/A,61.4,30.9,N/A,55.0,N/A,67.0,61.0,50.0,30.0
Liberia,2000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Libya,2000,34.7,10.0,10.0,N/A,53.9,61.1,N/A,40.0,N/A,67.8,49.0,10.0,10.0
Liechtenstein,2000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Lithuania,2000,61.9,50.0,30.0,N/A,70.5,63.3,N/A,70.0,N/A,72.3,81.0,70.0,50.0
Luxembourg,2000,76.4,90.0,87.0,N/A,51.3,67.3,N/A,85.0,N/A,88.3,79.0,70.0,70.0
Macau,2000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Macedonia,2000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Madagascar,2000,54.4,50.0,30.0,N/A,74.6,84.1,N/A,70.0,N/A,78.2,22.2,50.0,30.0
Malawi,2000,57.4,50.0,41.0,N/A,67.7,82.7,N/A,55.0,N/A,58.1,62.0,50.0,50.0
"Malaysia ",2000,66.0,70.0,53.0,N/A,79.2,81.3,N/A,85.0,N/A,76.6,68.8,30.0,50.0
Maldives,2000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Mali,2000,60.3,50.0,10.0,N/A,60.8,82.7,N/A,70.0,N/A,83.7,65.0,70.0,50.0
Malta,2000,58.3,70.0,30.0,N/A,64.1,36.5,N/A,70.0,N/A,72.9,61.0,70.0,50.0
Mauritania,2000,46.0,30.0,30.0,N/A,51.3,84.1,N/A,55.0,N/A,68.4,35.0,50.0,10.0
Mauritius,2000,67.2,70.0,50.0,N/A,76.0,82.7,N/A,70.0,N/A,73.5,62.6,50.0,70.0
Mexico,2000,59.3,50.0,33.0,N/A,73.1,92.3,N/A,55.0,N/A,67.6,63.0,70.0,30.0
Micronesia,2000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Moldova,2000,59.6,50.0,30.0,N/A,55.8,85.5,N/A,70.0,N/A,69.9,75.0,50.0,50.0
Mongolia,2000,58.5,50.0,50.0,N/A,64.1,63.3,N/A,55.0,N/A,69.4,75.0,50.0,50.0
Montenegro,2000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Morocco,2000,63.2,50.0,37.0,N/A,63.0,88.0,N/A,70.0,N/A,80.2,61.0,70.0,50.0
"Mozambique ",2000,52.2,30.0,10.0,N/A,69.7,82.7,N/A,40.0,N/A,74.5,63.0,50.0,50.0
Namibia,2000,66.7,70.0,53.0,N/A,57.1,71.2,N/A,70.0,N/A,78.3,61.0,70.0,70.0
Nepal,2000,51.3,50.0,10.0,N/A,86.3,88.0,N/A,55.0,N/A,64.6,47.8,30.0,30.0
Netherlands,2000,70.4,90.0,90.0,N/A,36.9,28.0,N/A,70.0,N/A,80.9,77.8,70.0,90.0
New Zealand,2000,80.9,90.0,94.0,N/A,65.8,47.1,N/A,85.0,N/A,87.6,78.6,90.0,90.0
"Nicaragua ",2000,56.9,30.0,30.0,N/A,76.1,76.5,N/A,55.0,N/A,68.1,56.0,70.0,50.0
Niger,2000,45.9,30.0,10.0,N/A,45.9,92.3,N/A,55.0,N/A,72.1,48.0,30.0,30.0
Nigeria,2000,53.1,30.0,19.0,N/A,84.4,71.2,N/A,55.0,N/A,73.5,45.0,70.0,30.0
North Korea,2000,8.9,10.0,10.0,N/A,0.0,0.0,N/A,40.0,N/A,0.0,0.0,10.0,10.0
Norway,2000,70.1,90.0,90.0,N/A,57.3,41.9,N/A,70.0,N/A,80.4,81.0,70.0,50.0
Oman,2000,64.1,50.0,70.0,N/A,93.7,67.3,N/A,70.0,N/A,85.2,81.0,30.0,30.0
"Pakistan ",2000,56.4,30.0,27.0,N/A,82.1,78.1,N/A,55.0,N/A,72.3,43.0,70.0,50.0
"Panama ",2000,71.6,50.0,50.0,N/A,77.7,78.1,N/A,70.0,N/A,89.2,69.0,70.0,90.0
Papua New Guinea,2000,55.8,50.0,50.0,N/A,81.5,73.5,N/A,55.0,N/A,69.0,43.2,50.0,30.0
"Paraguay ",2000,64.0,30.0,15.0,N/A,89.6,89.2,N/A,55.0,N/A,69.7,67.6,90.0,70.0
Peru,2000,68.7,50.0,45.0,N/A,80.0,88.0,N/A,70.0,N/A,77.2,67.8,70.0,70.0
Philippines,2000,62.5,70.0,33.0,N/A,74.2,89.2,N/A,55.0,N/A,76.8,64.6,50.0,50.0
Poland,2000,60.0,70.0,46.0,N/A,58.1,33.7,N/A,70.0,N/A,66.9,74.8,70.0,50.0
Portugal,2000,65.5,70.0,65.0,N/A,60.4,41.9,N/A,70.0,N/A,84.8,77.8,70.0,50.0
Qatar,2000,62.0,50.0,90.0,N/A,87.5,47.1,N/A,55.0,N/A,73.6,75.0,50.0,30.0
"Republic of Congo ",2000,40.6,30.0,10.0,N/A,54.6,56.7,N/A,55.0,N/A,73.8,25.0,30.0,30.0
Romania,2000,52.1,30.0,30.0,N/A,58.3,63.3,N/A,55.0,N/A,38.1,74.0,70.0,50.0
Russia,2000,51.8,50.0,24.0,N/A,74.6,73.0,N/A,55.0,N/A,57.5,52.4,50.0,30.0
Rwanda,2000,42.3,10.0,10.0,N/A,67.0,96.4,N/A,40.0,N/A,72.4,45.0,30.0,10.0
Saint Lucia,2000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Saint Vincent and the Grenadines,2000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Samoa,2000,60.8,50.0,70.0,N/A,64.5,56.0,N/A,70.0,N/A,74.8,62.0,50.0,50.0
"São Tomé and Príncipe ",2000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Saudi Arabia,2000,66.5,50.0,70.0,N/A,99.4,82.7,N/A,70.0,N/A,87.7,59.0,30.0,50.0
Senegal,2000,58.9,50.0,33.0,N/A,60.3,89.2,N/A,55.0,N/A,77.4,65.0,50.0,50.0
"Serbia ",2000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Seychelles,2000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Sierra Leone,2000,44.2,30.0,10.0,N/A,53.8,90.3,N/A,55.0,N/A,50.7,48.4,30.0,30.0
Singapore,2000,87.7,90.0,91.0,N/A,82.7,91.3,N/A,100.0,N/A,90.9,83.0,90.0,70.0
Slovakia,2000,53.8,50.0,39.0,N/A,54.8,25.0,N/A,70.0,N/A,73.9,71.2,50.0,50.0
Slovenia,2000,58.3,70.0,50.0,N/A,52.9,36.5,N/A,70.0,N/A,71.9,73.6,50.0,50.0
Solomon Islands,2000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
South Africa,2000,63.7,50.0,52.0,N/A,60.5,67.3,N/A,85.0,N/A,77.8,61.0,70.0,50.0
South Korea,2000,69.7,90.0,42.0,N/A,71.8,85.5,N/A,70.0,N/A,78.9,69.2,70.0,50.0
Spain,2000,65.9,70.0,61.0,N/A,45.8,47.1,N/A,70.0,N/A,81.0,77.8,70.0,70.0
Sri Lanka,2000,63.2,50.0,50.0,N/A,72.9,79.7,N/A,70.0,N/A,74.9,71.0,50.0,50.0
Sudan,2000,47.2,30.0,30.0,N/A,74.7,90.1,N/A,55.0,N/A,47.7,37.0,30.0,30.0
Suriname,2000,45.8,50.0,10.0,N/A,69.6,56.7,N/A,55.0,N/A,66.0,25.0,50.0,30.0
Sweden,2000,65.1,70.0,95.0,N/A,34.1,0.0,N/A,70.0,N/A,94.2,83.0,70.0,70.0
Switzerland,2000,76.8,90.0,89.0,N/A,80.7,28.0,N/A,70.0,N/A,92.2,81.0,70.0,90.0
Syria,2000,37.2,30.0,10.0,N/A,39.0,65.3,N/A,55.0,N/A,80.1,15.0,30.0,10.0
Taiwan,2000,72.5,90.0,53.0,N/A,75.4,84.1,N/A,85.0,N/A,86.9,78.0,50.0,50.0
Tajikistan,2000,44.8,30.0,10.0,N/A,57.6,90.3,N/A,55.0,N/A,25.6,75.0,30.0,30.0
Tanzania,2000,56.0,50.0,19.0,N/A,77.5,94.1,N/A,55.0,N/A,71.0,37.6,50.0,50.0
"Thailand ",2000,66.6,70.0,30.0,N/A,75.3,88.0,N/A,70.0,N/A,72.9,73.2,70.0,50.0
The Bahamas,2000,73.9,90.0,70.0,N/A,97.2,85.5,N/A,100.0,N/A,87.0,15.0,50.0,70.0
The Gambia,2000,52.7,50.0,10.0,N/A,72.5,90.3,N/A,55.0,N/A,77.2,59.4,30.0,30.0
Timor-Leste,2000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Togo,2000,46.4,30.0,10.0,N/A,54.3,86.8,N/A,40.0,N/A,73.8,63.0,30.0,30.0
Tonga,2000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trinidad and Tobago,2000,74.5,90.0,50.0,N/A,71.2,81.3,N/A,70.0,N/A,81.0,66.8,90.0,70.0
Tunisia,2000,61.3,50.0,50.0,N/A,69.3,71.2,N/A,70.0,N/A,83.5,38.2,70.0,50.0
Turkey,2000,63.4,70.0,34.0,N/A,67.2,82.7,N/A,70.0,N/A,31.8,75.0,70.0,70.0
Turkmenistan,2000,37.6,30.0,10.0,N/A,83.3,79.7,N/A,55.0,N/A,15.4,25.0,30.0,10.0
Uganda,2000,58.2,50.0,26.0,N/A,80.8,91.3,N/A,70.0,N/A,80.3,25.0,50.0,50.0
Ukraine,2000,47.8,30.0,28.0,N/A,62.3,41.9,N/A,55.0,N/A,63.0,70.0,50.0,30.0
United Arab Emirates,2000,74.2,90.0,90.0,N/A,99.9,65.7,N/A,85.0,N/A,80.4,77.0,30.0,50.0
United Kingdom,2000,77.3,90.0,87.0,N/A,62.5,49.6,N/A,85.0,N/A,83.6,77.8,70.0,90.0
United States,2000,76.4,90.0,75.0,N/A,63.8,69.3,N/A,85.0,N/A,86.3,78.4,70.0,70.0
"Uruguay ",2000,69.3,70.0,43.0,N/A,88.2,69.3,N/A,70.0,N/A,70.8,72.6,70.0,70.0
Uzbekistan,2000,38.1,30.0,10.0,N/A,59.4,65.3,N/A,40.0,N/A,48.5,50.0,30.0,10.0
Vanuatu,2000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Venezuela ",2000,57.4,50.0,23.0,N/A,74.0,86.8,N/A,70.0,N/A,47.5,65.6,50.0,50.0
Vietnam,2000,43.7,10.0,25.0,N/A,53.9,84.1,N/A,40.0,N/A,69.3,51.0,30.0,30.0
Yemen,2000,44.5,30.0,10.0,N/A,74.8,41.9,N/A,55.0,N/A,67.7,61.0,30.0,30.0
Zambia,2000,62.8,50.0,35.0,N/A,72.0,81.3,N/A,55.0,N/A,62.6,69.0,70.0,70.0
Zimbabwe,2000,48.7,30.0,42.0,N/A,65.8,58.9,N/A,55.0,N/A,56.9,49.4,30.0,50.0
