Name,Index Year,Overall Score,Property Rights,Government Integrity,Judicial Effectiveness,Tax Burden,Government Spending,Fiscal Health,Business Freedom,Labor Freedom,Monetary Freedom,Trade Freedom,Investment Freedom,Financial Freedom
"Côte d'Ivoire ",1999,51.7,30.0,30.0,N/A,50.9,88.7,N/A,55.0,N/A,76.5,34.0,50.0,50.0
Croatia,1999,53.1,30.0,50.0,N/A,68.4,38.4,N/A,55.0,N/A,72.1,63.8,50.0,50.0
Cuba,1999,29.7,10.0,10.0,N/A,47.6,10.2,N/A,40.0,N/A,69.2,60.6,10.0,10.0
Cyprus,1999,67.8,70.0,50.0,N/A,71.2,62.4,N/A,85.0,N/A,78.4,72.8,50.0,70.0
Czech Republic,1999,69.7,70.0,52.0,N/A,59.2,44.8,N/A,85.0,N/A,76.4,79.8,70.0,90.0
Democratic Republic of Congo,1999,34.0,10.0,10.0,N/A,54.5,97.2,N/A,55.0,N/A,10.0,49.0,10.0,10.0
Denmark,1999,68.1,90.0,99.0,N/A,30.3,0.0,N/A,85.0,N/A,90.7,77.8,70.0,70.0
Djibouti,1999,57.1,50.0,30.0,N/A,84.9,63.9,N/A,55.0,N/A,79.1,51.0,50.0,50.0
Dominica,1999,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Dominican Republic,1999,58.1,30.0,30.0,N/A,85.8,91.2,N/A,55.0,N/A,77.1,54.2,50.0,50.0
Ecuador,1999,62.9,50.0,32.0,N/A,87.0,91.4,N/A,55.0,N/A,61.3,69.0,70.0,50.0
Egypt,1999,58.0,50.0,28.0,N/A,64.9,74.2,N/A,55.0,N/A,74.2,55.8,50.0,70.0
"El Salvador ",1999,75.1,70.0,50.0,N/A,83.6,90.3,N/A,70.0,N/A,79.1,73.0,90.0,70.0
Equatorial Guinea,1999,45.1,10.0,10.0,N/A,89.3,81.4,N/A,55.0,N/A,66.0,54.4,30.0,10.0
Eritrea,1999,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Estonia,1999,73.8,70.0,70.0,N/A,72.8,50.8,N/A,85.0,N/A,70.2,85.0,90.0,70.0
Eswatini,1999,62.1,70.0,30.0,N/A,63.2,72.8,N/A,70.0,N/A,72.2,61.0,70.0,50.0
Ethiopia,1999,46.7,30.0,30.0,N/A,48.3,78.9,N/A,55.0,N/A,82.9,35.0,30.0,30.0
Fiji,1999,58.4,50.0,30.0,N/A,71.1,73.0,N/A,70.0,N/A,78.6,53.0,50.0,50.0
Finland,1999,63.9,90.0,95.0,N/A,38.4,0.0,N/A,70.0,N/A,88.6,73.2,70.0,50.0
France,1999,59.1,70.0,67.0,N/A,42.4,7.6,N/A,85.0,N/A,82.4,77.8,50.0,50.0
Gabon,1999,60.5,50.0,50.0,N/A,53.5,83.3,N/A,70.0,N/A,77.8,20.0,70.0,70.0
Georgia,1999,52.5,30.0,10.0,N/A,91.3,86.6,N/A,55.0,N/A,50.9,69.0,50.0,30.0
Germany,1999,65.6,90.0,82.0,N/A,38.3,24.1,N/A,70.0,N/A,86.6,79.4,70.0,50.0
Ghana,1999,57.9,50.0,50.0,N/A,73.2,73.5,N/A,55.0,N/A,57.4,61.6,50.0,50.0
Greece,1999,61.0,70.0,54.0,N/A,47.6,55.8,N/A,70.0,N/A,73.9,77.8,70.0,30.0
"Guatemala ",1999,66.2,50.0,50.0,N/A,84.0,97.3,N/A,55.0,N/A,70.4,69.0,50.0,70.0
Guinea,1999,59.4,30.0,30.0,N/A,71.4,92.1,N/A,55.0,N/A,85.0,71.0,50.0,50.0
Guinea-Bissau,1999,33.5,10.0,10.0,N/A,65.5,65.9,N/A,40.0,N/A,40.6,29.4,30.0,10.0
Guyana,1999,53.3,50.0,30.0,N/A,58.3,54.6,N/A,55.0,N/A,80.5,51.0,50.0,50.0
Haiti,1999,45.9,10.0,10.0,N/A,78.4,97.2,N/A,40.0,N/A,55.8,61.8,30.0,30.0
"Honduras ",1999,56.7,50.0,30.0,N/A,65.3,86.9,N/A,55.0,N/A,60.4,63.0,50.0,50.0
Hong Kong,1999,88.5,90.0,73.0,N/A,91.8,92.9,N/A,100.0,N/A,79.2,90.0,90.0,90.0
"Hungary ",1999,59.6,70.0,52.0,N/A,62.6,12.8,N/A,70.0,N/A,66.3,63.2,70.0,70.0
Iceland,1999,71.4,90.0,90.0,N/A,60.5,43.5,N/A,70.0,N/A,86.4,81.8,70.0,50.0
India,1999,50.2,50.0,28.0,N/A,77.8,90.6,N/A,55.0,N/A,67.2,24.0,30.0,30.0
Indonesia,1999,61.5,50.0,27.0,N/A,80.0,95.4,N/A,55.0,N/A,73.3,73.0,70.0,30.0
Iran,1999,36.8,10.0,10.0,N/A,41.4,84.0,N/A,55.0,N/A,54.6,56.0,10.0,10.0
Iraq,1999,17.2,10.0,10.0,N/A,10.0,10.2,N/A,55.0,N/A,0.0,40.0,10.0,10.0
Ireland,1999,74.6,90.0,83.0,N/A,55.9,53.0,N/A,85.0,N/A,87.1,77.8,70.0,70.0
Israel,1999,68.3,70.0,80.0,N/A,52.9,28.8,N/A,85.0,N/A,75.3,83.0,90.0,50.0
Italy,1999,61.6,70.0,50.0,N/A,46.9,15.1,N/A,70.0,N/A,84.5,77.8,70.0,70.0
"Jamaica ",1999,64.7,70.0,50.0,N/A,77.3,62.2,N/A,70.0,N/A,65.7,67.0,70.0,50.0
Japan,1999,69.1,90.0,66.0,N/A,53.9,59.8,N/A,85.0,N/A,88.2,79.0,50.0,50.0
Jordan,1999,67.4,70.0,49.0,N/A,76.2,67.7,N/A,70.0,N/A,77.7,56.2,70.0,70.0
Kazakhstan,1999,47.3,30.0,10.0,N/A,73.7,89.6,N/A,55.0,N/A,46.5,61.0,30.0,30.0
Kenya,1999,58.2,50.0,22.0,N/A,73.9,76.1,N/A,55.0,N/A,70.1,57.0,50.0,70.0
Kiribati,1999,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Kuwait,1999,69.5,90.0,70.0,N/A,99.9,40.6,N/A,85.0,N/A,82.0,78.0,30.0,50.0
"Kyrgyz Republic ",1999,54.8,30.0,30.0,N/A,72.7,83.7,N/A,55.0,N/A,56.9,65.0,50.0,50.0
Laos,1999,35.2,10.0,10.0,N/A,32.5,85.7,N/A,40.0,N/A,52.1,66.0,10.0,10.0
Latvia,1999,64.2,50.0,30.0,N/A,77.1,56.7,N/A,70.0,N/A,72.9,81.0,70.0,70.0
Lebanon,1999,59.1,50.0,10.0,N/A,98.0,70.0,N/A,70.0,N/A,76.8,36.6,50.0,70.0
Lesotho,1999,48.2,50.0,30.0,N/A,61.9,30.0,N/A,55.0,N/A,66.2,61.0,50.0,30.0
Liberia,1999,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Libya,1999,32.3,10.0,10.0,N/A,33.3,61.1,N/A,40.0,N/A,67.1,49.0,10.0,10.0
Liechtenstein,1999,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Lithuania,1999,61.5,50.0,30.0,N/A,72.4,64.9,N/A,70.0,N/A,65.1,81.0,70.0,50.0
Luxembourg,1999,72.4,90.0,86.0,N/A,46.5,37.9,N/A,85.0,N/A,87.4,79.0,70.0,70.0
Macau,1999,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Macedonia,1999,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Madagascar,1999,52.8,50.0,30.0,N/A,74.8,90.5,N/A,70.0,N/A,72.8,27.0,30.0,30.0
Malawi,1999,54.0,50.0,30.0,N/A,69.0,84.3,N/A,55.0,N/A,59.8,38.0,50.0,50.0
"Malaysia ",1999,68.9,70.0,50.0,N/A,79.4,84.7,N/A,85.0,N/A,79.1,72.2,50.0,50.0
Maldives,1999,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Mali,1999,58.4,50.0,10.0,N/A,48.3,82.9,N/A,70.0,N/A,79.8,65.0,70.0,50.0
Malta,1999,59.3,70.0,30.0,N/A,67.5,41.9,N/A,70.0,N/A,73.3,61.0,70.0,50.0
Mauritania,1999,42.8,30.0,30.0,N/A,50.7,73.4,N/A,55.0,N/A,71.1,15.0,50.0,10.0
Mauritius,1999,68.5,70.0,50.0,N/A,76.0,85.1,N/A,85.0,N/A,73.6,57.0,50.0,70.0
Mexico,1999,58.5,50.0,27.0,N/A,73.4,86.3,N/A,55.0,N/A,58.2,77.0,70.0,30.0
Micronesia,1999,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Moldova,1999,56.1,50.0,30.0,N/A,58.5,55.1,N/A,70.0,N/A,65.9,75.0,50.0,50.0
Mongolia,1999,58.6,50.0,50.0,N/A,63.8,61.1,N/A,55.0,N/A,62.1,85.0,50.0,50.0
Montenegro,1999,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Morocco,1999,63.8,50.0,50.0,N/A,63.4,95.1,N/A,70.0,N/A,81.2,45.0,70.0,50.0
"Mozambique ",1999,48.9,30.0,10.0,N/A,68.0,87.4,N/A,40.0,N/A,61.6,63.0,30.0,50.0
Namibia,1999,66.1,70.0,50.0,N/A,66.9,60.7,N/A,70.0,N/A,76.3,61.0,70.0,70.0
Nepal,1999,53.1,50.0,10.0,N/A,83.0,88.4,N/A,55.0,N/A,66.9,65.0,30.0,30.0
Netherlands,1999,70.2,90.0,90.0,N/A,37.1,26.2,N/A,70.0,N/A,80.7,77.8,70.0,90.0
New Zealand,1999,81.7,90.0,92.0,N/A,66.0,58.0,N/A,85.0,N/A,86.8,77.4,90.0,90.0
"Nicaragua ",1999,54.0,30.0,10.0,N/A,77.7,59.4,N/A,55.0,N/A,70.0,64.2,70.0,50.0
Niger,1999,48.6,50.0,10.0,N/A,46.0,95.8,N/A,55.0,N/A,72.1,48.4,30.0,30.0
Nigeria,1999,55.7,50.0,18.0,N/A,84.5,78.3,N/A,55.0,N/A,67.3,48.4,70.0,30.0
North Korea,1999,8.9,10.0,10.0,N/A,0.0,0.0,N/A,40.0,N/A,0.0,0.0,10.0,10.0
Norway,1999,68.6,90.0,89.0,N/A,57.9,27.4,N/A,70.0,N/A,80.5,82.4,70.0,50.0
Oman,1999,64.9,70.0,70.0,N/A,90.9,56.0,N/A,70.0,N/A,87.9,79.0,30.0,30.0
"Pakistan ",1999,53.0,30.0,25.0,N/A,78.5,70.6,N/A,55.0,N/A,68.8,29.0,70.0,50.0
"Panama ",1999,72.6,50.0,50.0,N/A,80.9,86.8,N/A,70.0,N/A,87.9,67.6,70.0,90.0
Papua New Guinea,1999,56.3,50.0,50.0,N/A,81.5,79.2,N/A,55.0,N/A,73.3,37.4,50.0,30.0
"Paraguay ",1999,63.7,30.0,10.0,N/A,89.7,90.1,N/A,55.0,N/A,71.8,66.4,90.0,70.0
Peru,1999,69.2,70.0,30.0,N/A,80.2,91.3,N/A,70.0,N/A,75.5,66.0,70.0,70.0
Philippines,1999,61.9,70.0,31.0,N/A,73.5,90.6,N/A,55.0,N/A,79.3,58.4,50.0,50.0
Poland,1999,59.6,70.0,51.0,N/A,53.2,36.0,N/A,70.0,N/A,63.6,73.0,70.0,50.0
Portugal,1999,65.6,70.0,70.0,N/A,60.6,37.1,N/A,70.0,N/A,84.8,77.8,70.0,50.0
Qatar,1999,62.0,50.0,90.0,N/A,87.5,47.8,N/A,55.0,N/A,72.7,75.0,50.0,30.0
"Republic of Congo ",1999,41.6,30.0,10.0,N/A,54.5,67.3,N/A,55.0,N/A,72.8,25.0,30.0,30.0
Romania,1999,50.1,30.0,34.0,N/A,45.0,65.1,N/A,55.0,N/A,27.0,74.0,70.0,50.0
Russia,1999,54.5,50.0,23.0,N/A,74.3,65.3,N/A,55.0,N/A,50.3,53.2,50.0,70.0
Rwanda,1999,39.8,10.0,10.0,N/A,67.3,85.1,N/A,40.0,N/A,66.8,39.0,30.0,10.0
Saint Lucia,1999,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Saint Vincent and the Grenadines,1999,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Samoa,1999,58.7,50.0,70.0,N/A,64.5,36.8,N/A,70.0,N/A,75.0,62.0,50.0,50.0
"São Tomé and Príncipe ",1999,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Saudi Arabia,1999,65.5,70.0,70.0,N/A,99.4,56.9,N/A,70.0,N/A,84.3,59.0,30.0,50.0
Senegal,1999,60.6,50.0,50.0,N/A,60.3,90.1,N/A,55.0,N/A,75.1,65.0,50.0,50.0
"Serbia ",1999,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Seychelles,1999,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Sierra Leone,1999,47.2,30.0,10.0,N/A,52.1,90.7,N/A,55.0,N/A,58.2,49.0,50.0,30.0
Singapore,1999,86.9,90.0,87.0,N/A,82.7,93.4,N/A,100.0,N/A,86.4,83.0,90.0,70.0
Slovakia,1999,54.2,50.0,50.0,N/A,53.0,17.6,N/A,70.0,N/A,74.0,73.0,50.0,50.0
Slovenia,1999,61.3,70.0,50.0,N/A,52.4,39.5,N/A,70.0,N/A,70.8,59.0,70.0,70.0
Solomon Islands,1999,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
South Africa,1999,63.3,50.0,50.0,N/A,60.8,66.7,N/A,85.0,N/A,76.7,61.0,70.0,50.0
South Korea,1999,69.7,90.0,43.0,N/A,67.8,85.5,N/A,70.0,N/A,81.5,69.6,70.0,50.0
Spain,1999,65.1,70.0,59.0,N/A,46.5,42.7,N/A,70.0,N/A,79.7,77.8,70.0,70.0
Sri Lanka,1999,64.0,50.0,50.0,N/A,72.6,71.7,N/A,70.0,N/A,74.0,68.0,50.0,70.0
Sudan,1999,39.6,30.0,30.0,N/A,33.0,78.8,N/A,55.0,N/A,32.1,37.0,30.0,30.0
Suriname,1999,40.1,50.0,10.0,N/A,69.6,13.8,N/A,55.0,N/A,57.8,25.0,50.0,30.0
Sweden,1999,64.2,70.0,94.0,N/A,35.4,0.0,N/A,70.0,N/A,89.3,79.4,70.0,70.0
Switzerland,1999,79.1,90.0,86.0,N/A,80.4,54.4,N/A,70.0,N/A,89.7,81.6,70.0,90.0
Syria,1999,39.0,30.0,10.0,N/A,39.2,76.5,N/A,55.0,N/A,72.1,27.8,30.0,10.0
Taiwan,1999,71.5,90.0,50.0,N/A,75.2,78.3,N/A,85.0,N/A,86.8,78.0,50.0,50.0
Tajikistan,1999,41.2,30.0,10.0,N/A,57.7,89.3,N/A,55.0,N/A,0.0,68.4,30.0,30.0
Tanzania,1999,60.0,50.0,30.0,N/A,77.3,92.5,N/A,55.0,N/A,67.8,67.8,50.0,50.0
"Thailand ",1999,66.9,70.0,31.0,N/A,74.6,91.2,N/A,70.0,N/A,74.9,71.2,70.0,50.0
The Bahamas,1999,74.7,90.0,70.0,N/A,97.2,87.1,N/A,100.0,N/A,88.4,19.4,50.0,70.0
The Gambia,1999,52.1,70.0,10.0,N/A,70.5,72.5,N/A,55.0,N/A,74.5,56.4,30.0,30.0
Timor-Leste,1999,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Togo,1999,48.2,30.0,10.0,N/A,77.4,86.6,N/A,40.0,N/A,66.9,63.0,30.0,30.0
Tonga,1999,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trinidad and Tobago,1999,72.4,90.0,50.0,N/A,68.1,79.1,N/A,70.0,N/A,82.8,51.6,90.0,70.0
Tunisia,1999,61.1,50.0,50.0,N/A,69.2,62.0,N/A,70.0,N/A,82.5,46.6,70.0,50.0
Turkey,1999,59.2,70.0,32.0,N/A,57.0,57.1,N/A,70.0,N/A,31.8,74.4,70.0,70.0
Turkmenistan,1999,36.1,30.0,10.0,N/A,57.5,92.3,N/A,55.0,N/A,0.0,40.0,30.0,10.0
Uganda,1999,64.8,70.0,27.0,N/A,80.8,92.1,N/A,85.0,N/A,83.1,25.0,70.0,50.0
Ukraine,1999,43.7,30.0,30.0,N/A,63.0,43.0,N/A,55.0,N/A,39.3,53.0,50.0,30.0
United Arab Emirates,1999,71.5,90.0,90.0,N/A,99.9,43.0,N/A,85.0,N/A,78.9,77.0,30.0,50.0
United Kingdom,1999,76.2,90.0,82.0,N/A,62.3,44.5,N/A,85.0,N/A,84.1,77.8,70.0,90.0
United States,1999,75.5,90.0,76.0,N/A,64.1,61.3,N/A,85.0,N/A,85.0,78.4,70.0,70.0
"Uruguay ",1999,68.5,70.0,41.0,N/A,88.4,70.0,N/A,70.0,N/A,64.1,73.0,70.0,70.0
Uzbekistan,1999,33.8,30.0,10.0,N/A,55.9,52.5,N/A,40.0,N/A,25.7,50.0,30.0,10.0
Vanuatu,1999,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Venezuela ",1999,56.1,50.0,28.0,N/A,75.1,77.1,N/A,70.0,N/A,39.7,65.4,50.0,50.0
Vietnam,1999,42.7,10.0,28.0,N/A,43.0,81.4,N/A,40.0,N/A,70.8,51.0,30.0,30.0
Yemen,1999,43.3,30.0,10.0,N/A,74.1,52.5,N/A,55.0,N/A,62.8,45.0,30.0,30.0
Zambia,1999,64.2,50.0,50.0,N/A,71.9,77.6,N/A,55.0,N/A,60.4,73.0,70.0,70.0
Zimbabwe,1999,47.2,30.0,30.0,N/A,65.4,64.3,N/A,55.0,N/A,61.8,38.2,30.0,50.0
