Name,Index Year,Overall Score,Property Rights,Government Integrity,Judicial Effectiveness,Tax Burden,Government Spending,Fiscal Health,Business Freedom,Labor Freedom,Monetary Freedom,Trade Freedom,Investment Freedom,Financial Freedom
Cuba,2006,29.3,10.0,37.0,N/A,44.2,0.0,N/A,10.0,20.0,71.5,60.2,30.0,10.0
Cyprus,2006,71.8,90.0,54.0,N/A,79.1,48.3,N/A,70.0,70.0,84.4,82.4,70.0,70.0
Czech Republic,2006,66.4,70.0,42.0,N/A,68.8,36.8,N/A,57.8,60.3,85.9,82.4,70.0,90.0
Democratic Republic of Congo,2006,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Denmark,2006,75.4,90.0,95.0,N/A,35.5,9.3,N/A,94.6,99.9,87.2,82.4,70.0,90.0
Djibouti,2006,53.2,30.0,30.0,N/A,80.3,60.0,N/A,38.3,59.9,84.8,28.6,50.0,70.0
Dominica,2006,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Dominican Republic,2006,56.3,30.0,29.0,N/A,85.4,90.1,N/A,57.0,54.5,49.3,67.4,50.0,50.0
Ecuador,2006,54.6,30.0,24.0,N/A,86.2,84.5,N/A,58.2,39.7,76.1,67.0,30.0,50.0
Egypt,2006,53.2,50.0,32.0,N/A,64.7,72.1,N/A,39.8,62.1,73.6,57.6,50.0,30.0
"El Salvador ",2006,69.6,50.0,42.0,N/A,86.2,92.2,N/A,57.9,68.6,82.9,76.4,70.0,70.0
Equatorial Guinea,2006,51.5,30.0,10.0,N/A,75.4,96.7,N/A,48.2,47.5,70.3,57.0,30.0,50.0
Eritrea,2006,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Estonia,2006,74.9,70.0,60.0,N/A,83.8,57.4,N/A,81.9,49.3,84.7,82.4,90.0,90.0
Eswatini,2006,61.4,50.0,30.0,N/A,74.1,65.3,N/A,70.4,70.2,75.7,77.8,50.0,50.0
Ethiopia,2006,50.9,30.0,23.0,N/A,70.8,61.3,N/A,54.4,62.0,69.8,58.0,50.0,30.0
Fiji,2006,58.4,30.0,30.0,N/A,76.9,71.9,N/A,70.8,84.8,79.1,60.2,30.0,50.0
Finland,2006,72.9,90.0,97.0,N/A,61.9,24.4,N/A,95.4,47.4,90.8,82.4,70.0,70.0
France,2006,61.1,70.0,71.0,N/A,46.6,11.2,N/A,88.0,56.5,85.6,82.4,50.0,50.0
Gabon,2006,56.1,50.0,33.0,N/A,59.7,84.9,N/A,53.3,60.2,84.3,55.2,50.0,30.0
Georgia,2006,64.5,30.0,20.0,N/A,94.1,90.8,N/A,73.9,73.6,75.2,67.6,50.0,70.0
Germany,2006,70.8,90.0,82.0,N/A,60.8,31.7,N/A,89.1,44.4,87.1,82.4,90.0,50.0
Ghana,2006,55.6,50.0,36.0,N/A,75.6,74.8,N/A,50.0,49.5,64.5,55.4,50.0,50.0
Greece,2006,60.1,50.0,43.0,N/A,61.0,53.9,N/A,73.2,58.6,78.7,82.4,50.0,50.0
"Guatemala ",2006,59.1,30.0,22.0,N/A,79.7,94.6,N/A,49.2,62.4,78.1,75.2,50.0,50.0
Guinea,2006,52.8,30.0,25.0,N/A,70.3,90.0,N/A,43.8,71.0,70.4,47.8,30.0,50.0
Guinea-Bissau,2006,46.5,10.0,10.0,N/A,81.0,58.7,N/A,27.2,51.8,89.0,57.8,50.0,30.0
Guyana,2006,56.6,50.0,30.0,N/A,60.3,41.7,N/A,56.9,62.9,80.7,63.8,50.0,70.0
Haiti,2006,49.2,10.0,15.0,N/A,78.0,93.2,N/A,36.2,62.2,58.6,79.2,30.0,30.0
"Honduras ",2006,57.4,30.0,23.0,N/A,82.1,78.5,N/A,55.3,44.0,72.1,69.4,50.0,70.0
Hong Kong,2006,88.6,90.0,80.0,N/A,93.3,87.9,N/A,90.0,86.7,88.3,90.0,90.0,90.0
"Hungary ",2006,65.0,70.0,48.0,N/A,68.2,27.1,N/A,70.8,69.5,74.3,82.4,70.0,70.0
Iceland,2006,75.8,90.0,95.0,N/A,73.7,32.0,N/A,95.1,65.4,88.8,78.2,50.0,90.0
India,2006,52.2,50.0,28.0,N/A,76.1,74.6,N/A,49.6,62.3,77.6,24.0,50.0,30.0
Indonesia,2006,51.9,30.0,20.0,N/A,77.3,86.0,N/A,46.6,51.0,73.6,74.6,30.0,30.0
Iran,2006,45.0,10.0,29.0,N/A,81.2,85.1,N/A,56.1,53.0,60.1,55.4,10.0,10.0
Iraq,2006,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Ireland,2006,82.2,90.0,75.0,N/A,72.0,64.7,N/A,93.7,79.6,84.4,82.4,90.0,90.0
Israel,2006,64.4,70.0,64.0,N/A,55.2,28.3,N/A,69.9,65.1,90.9,81.0,70.0,50.0
Italy,2006,62.0,50.0,48.0,N/A,52.0,29.1,N/A,78.4,74.6,85.2,82.4,70.0,50.0
"Jamaica ",2006,66.4,50.0,33.0,N/A,77.9,54.4,N/A,82.6,68.2,72.9,65.4,90.0,70.0
Japan,2006,73.3,70.0,69.0,N/A,70.9,58.3,N/A,87.2,84.4,92.5,80.2,70.0,50.0
Jordan,2006,63.7,50.0,53.0,N/A,78.2,58.3,N/A,56.0,74.8,84.4,62.2,50.0,70.0
Kazakhstan,2006,60.2,30.0,22.0,N/A,81.6,83.9,N/A,55.9,85.4,73.6,69.2,30.0,70.0
Kenya,2006,59.7,50.0,21.0,N/A,78.9,82.6,N/A,65.2,60.0,74.7,64.4,50.0,50.0
Kiribati,2006,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Kuwait,2006,66.5,50.0,46.0,N/A,99.9,57.1,N/A,71.0,80.3,83.1,77.2,50.0,50.0
"Kyrgyz Republic ",2006,61.0,30.0,22.0,N/A,90.0,81.3,N/A,60.7,71.6,77.9,76.4,50.0,50.0
Laos,2006,47.5,10.0,10.0,N/A,70.8,89.4,N/A,51.1,62.5,63.3,58.0,30.0,30.0
Latvia,2006,66.9,50.0,40.0,N/A,83.5,51.0,N/A,75.0,66.6,80.8,82.4,70.0,70.0
Lebanon,2006,57.5,30.0,27.0,N/A,91.3,54.6,N/A,56.7,61.0,82.0,72.4,30.0,70.0
Lesotho,2006,54.7,50.0,30.0,N/A,63.9,47.8,N/A,58.2,65.4,74.2,77.8,30.0,50.0
Liberia,2006,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Libya,2006,33.2,10.0,25.0,N/A,52.2,41.4,N/A,20.0,20.0,69.3,34.6,30.0,30.0
Liechtenstein,2006,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Lithuania,2006,71.8,50.0,46.0,N/A,82.9,63.9,N/A,85.2,57.1,90.4,82.4,70.0,90.0
Luxembourg,2006,75.3,90.0,84.0,N/A,65.7,36.8,N/A,76.9,51.4,85.7,82.4,90.0,90.0
Macau,2006,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Macedonia,2006,59.2,30.0,27.0,N/A,80.4,65.1,N/A,54.4,56.4,90.3,68.8,50.0,70.0
Madagascar,2006,61.0,50.0,31.0,N/A,81.0,88.6,N/A,38.0,49.3,74.5,77.8,70.0,50.0
Malawi,2006,55.4,50.0,28.0,N/A,70.4,60.0,N/A,53.9,58.4,68.6,64.6,50.0,50.0
"Malaysia ",2006,61.6,50.0,50.0,N/A,81.2,75.1,N/A,68.6,72.2,82.6,76.6,30.0,30.0
Maldives,2006,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Mali,2006,54.1,30.0,32.0,N/A,69.7,84.8,N/A,35.3,64.0,81.2,63.8,50.0,30.0
Malta,2006,67.3,90.0,68.0,N/A,62.2,35.4,N/A,70.0,60.0,85.0,82.4,50.0,70.0
Mauritania,2006,55.7,30.0,30.0,N/A,81.7,70.0,N/A,36.0,50.5,76.5,62.6,70.0,50.0
Mauritius,2006,67.4,70.0,41.0,N/A,81.7,79.1,N/A,74.7,76.8,72.1,59.0,70.0,50.0
Mexico,2006,64.7,50.0,36.0,N/A,78.4,82.1,N/A,79.7,62.0,81.3,57.4,50.0,70.0
Micronesia,2006,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Moldova,2006,58.0,50.0,23.0,N/A,81.9,66.1,N/A,67.4,63.4,68.4,79.4,30.0,50.0
Mongolia,2006,62.4,30.0,30.0,N/A,76.9,46.6,N/A,73.3,70.8,79.5,77.0,70.0,70.0
Montenegro,2006,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Morocco,2006,51.5,30.0,32.0,N/A,63.3,72.8,N/A,67.8,31.7,82.1,35.2,70.0,30.0
"Mozambique ",2006,51.9,30.0,28.0,N/A,78.1,73.4,N/A,44.1,33.1,67.0,65.2,50.0,50.0
Namibia,2006,60.7,30.0,41.0,N/A,62.4,59.4,N/A,74.4,86.5,75.1,77.8,50.0,50.0
Nepal,2006,53.7,30.0,28.0,N/A,86.6,92.3,N/A,62.4,47.1,77.2,53.8,30.0,30.0
Netherlands,2006,75.4,90.0,87.0,N/A,48.0,29.1,N/A,87.5,62.9,86.6,82.4,90.0,90.0
New Zealand,2006,82.0,90.0,96.0,N/A,61.7,54.8,N/A,99.9,92.8,85.6,79.2,70.0,90.0
"Nicaragua ",2006,63.8,30.0,27.0,N/A,79.8,78.1,N/A,57.0,76.1,72.3,77.6,70.0,70.0
Niger,2006,52.5,30.0,22.0,N/A,62.7,90.9,N/A,28.8,44.7,87.9,57.6,50.0,50.0
Nigeria,2006,48.7,30.0,16.0,N/A,84.1,56.9,N/A,50.0,73.3,65.8,51.2,30.0,30.0
North Korea,2006,4.0,10.0,10.0,N/A,0.0,0.0,N/A,0.0,0.0,0.0,0.0,10.0,10.0
Norway,2006,67.9,90.0,89.0,N/A,50.8,34.9,N/A,91.4,50.6,88.7,84.2,50.0,50.0
Oman,2006,63.7,50.0,61.0,N/A,98.5,56.5,N/A,57.0,74.8,81.5,57.8,50.0,50.0
"Pakistan ",2006,57.9,30.0,21.0,N/A,71.4,89.5,N/A,72.2,58.6,77.2,59.0,50.0,50.0
"Panama ",2006,65.6,30.0,37.0,N/A,81.3,88.0,N/A,73.7,44.2,90.2,71.2,70.0,70.0
Papua New Guinea,2006,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Paraguay ",2006,55.6,30.0,19.0,N/A,90.1,90.8,N/A,50.0,28.9,72.9,74.6,50.0,50.0
Peru,2006,60.5,30.0,35.0,N/A,80.3,75.6,N/A,65.6,47.0,84.0,67.2,50.0,70.0
Philippines,2006,56.3,30.0,26.0,N/A,75.9,88.9,N/A,53.9,53.1,75.7,79.8,30.0,50.0
Poland,2006,59.3,50.0,35.0,N/A,68.7,39.5,N/A,56.5,61.2,79.6,82.4,50.0,70.0
Portugal,2006,62.9,70.0,63.0,N/A,64.0,29.7,N/A,73.3,42.2,84.4,82.4,70.0,50.0
Qatar,2006,62.4,50.0,52.0,N/A,99.9,71.7,N/A,60.0,60.0,75.7,74.6,30.0,50.0
"Republic of Congo ",2006,43.8,10.0,23.0,N/A,51.0,73.5,N/A,47.4,45.0,78.5,49.4,30.0,30.0
Romania,2006,58.2,30.0,29.0,N/A,87.5,68.9,N/A,74.6,57.5,66.6,68.4,50.0,50.0
Russia,2006,52.4,30.0,28.0,N/A,90.8,63.5,N/A,59.7,61.8,68.0,62.6,30.0,30.0
Rwanda,2006,52.8,30.0,10.0,N/A,73.9,82.6,N/A,50.8,59.2,70.1,71.8,30.0,50.0
Saint Lucia,2006,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Saint Vincent and the Grenadines,2006,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Samoa,2006,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"São Tomé and Príncipe ",2006,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Saudi Arabia,2006,63.0,50.0,34.0,N/A,99.4,69.3,N/A,51.0,85.3,90.8,70.4,30.0,50.0
Senegal,2006,56.2,50.0,30.0,N/A,60.7,84.4,N/A,55.1,44.4,90.4,66.6,50.0,30.0
"Serbia ",2006,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Seychelles,2006,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Sierra Leone,2006,45.2,10.0,23.0,N/A,75.1,68.9,N/A,50.8,32.0,74.0,58.4,30.0,30.0
Singapore,2006,88.0,90.0,93.0,N/A,89.5,89.6,N/A,96.9,98.2,88.0,85.0,90.0,60.0
Slovakia,2006,69.8,50.0,40.0,N/A,89.5,52.5,N/A,69.3,76.7,77.8,82.4,70.0,90.0
Slovenia,2006,61.9,50.0,60.0,N/A,64.0,44.3,N/A,75.1,41.6,81.7,82.4,70.0,50.0
Solomon Islands,2006,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
South Africa,2006,63.7,50.0,46.0,N/A,69.8,78.6,N/A,71.8,58.9,83.7,77.8,50.0,50.0
South Korea,2006,67.5,70.0,45.0,N/A,71.2,77.6,N/A,85.6,57.7,83.1,65.0,70.0,50.0
Spain,2006,68.2,70.0,71.0,N/A,55.3,50.5,N/A,78.7,50.0,83.9,82.4,70.0,70.0
Sri Lanka,2006,58.7,50.0,35.0,N/A,78.5,83.1,N/A,68.2,68.6,72.5,71.4,30.0,30.0
Sudan,2006,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Suriname,2006,55.1,50.0,43.0,N/A,64.5,76.6,N/A,42.0,86.2,67.1,61.6,30.0,30.0
Sweden,2006,70.9,90.0,92.0,N/A,33.2,2.2,N/A,96.1,65.1,87.7,82.4,90.0,70.0
Switzerland,2006,78.9,90.0,91.0,N/A,73.4,61.1,N/A,85.0,77.1,89.6,82.0,70.0,70.0
Syria,2006,51.2,30.0,34.0,N/A,80.1,67.1,N/A,58.9,56.3,72.1,54.0,30.0,30.0
Taiwan,2006,69.7,70.0,56.0,N/A,75.8,84.0,N/A,73.0,47.3,88.8,81.8,70.0,50.0
Tajikistan,2006,52.6,30.0,20.0,N/A,91.1,89.1,N/A,39.2,60.3,65.1,70.8,30.0,30.0
Tanzania,2006,58.5,30.0,28.0,N/A,80.6,88.1,N/A,44.5,47.8,77.9,68.6,50.0,70.0
"Thailand ",2006,63.3,50.0,36.0,N/A,74.9,92.1,N/A,73.8,77.0,80.3,68.4,30.0,50.0
The Bahamas,2006,72.3,90.0,70.0,N/A,96.8,87.1,N/A,80.0,80.0,82.2,17.0,50.0,70.0
The Gambia,2006,57.3,30.0,28.0,N/A,71.0,84.3,N/A,59.4,75.0,66.0,59.6,50.0,50.0
Timor-Leste,2006,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Togo,2006,47.3,30.0,10.0,N/A,49.7,94.4,N/A,37.3,48.3,86.5,57.0,30.0,30.0
Tonga,2006,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trinidad and Tobago,2006,70.4,70.0,42.0,N/A,76.5,81.1,N/A,62.7,79.2,77.7,75.2,70.0,70.0
Tunisia,2006,57.5,50.0,50.0,N/A,73.3,77.8,N/A,80.3,61.7,83.5,38.6,30.0,30.0
Turkey,2006,57.0,50.0,32.0,N/A,68.0,68.1,N/A,66.7,39.1,64.7,81.0,50.0,50.0
Turkmenistan,2006,43.8,10.0,20.0,N/A,90.8,88.7,N/A,30.0,30.0,69.4,79.2,10.0,10.0
Uganda,2006,63.9,30.0,26.0,N/A,80.6,83.7,N/A,55.9,87.9,80.6,74.0,50.0,70.0
Ukraine,2006,54.4,30.0,22.0,N/A,90.2,75.8,N/A,43.1,53.2,72.9,77.2,30.0,50.0
United Arab Emirates,2006,62.2,50.0,61.0,N/A,99.3,76.1,N/A,49.0,74.3,76.8,75.0,30.0,30.0
United Kingdom,2006,80.4,90.0,86.0,N/A,62.3,43.5,N/A,91.5,81.1,86.7,82.4,90.0,90.0
United States,2006,81.2,90.0,75.0,N/A,68.9,61.1,N/A,93.2,97.8,85.0,81.4,70.0,90.0
"Uruguay ",2006,65.3,70.0,62.0,N/A,86.1,45.8,N/A,63.9,76.3,73.0,76.4,70.0,30.0
Uzbekistan,2006,48.7,30.0,23.0,N/A,77.3,52.2,N/A,67.0,67.1,61.8,68.2,30.0,10.0
Vanuatu,2006,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Venezuela ",2006,44.6,30.0,23.0,N/A,75.6,76.8,N/A,48.9,35.0,53.9,63.0,10.0,30.0
Vietnam,2006,50.5,10.0,26.0,N/A,74.3,74.8,N/A,60.0,67.7,74.2,57.6,30.0,30.0
Yemen,2006,52.6,30.0,24.0,N/A,75.0,56.2,N/A,54.9,76.7,68.0,61.6,50.0,30.0
Zambia,2006,56.8,50.0,26.0,N/A,70.7,71.0,N/A,64.4,57.2,62.3,66.2,50.0,50.0
Zimbabwe,2006,33.5,10.0,23.0,N/A,67.6,82.7,N/A,43.2,41.7,0.0,47.2,10.0,10.0
